,Genes,LogChange,LogChange_Thresh
22607,DNAJC9,-0.8009391100874013,-0.8009391100874013
22608,RPLP0P6,-0.6291327142020635,-0.6291327142020635
22609,RP11-3J11.1,0.0,0.0
22610,RP11-240E2.2,0.0,0.0
22611,HMGN2P32,0.0,0.0
22612,HNRNPA1P64,-18.813120244385672,-2.0
22613,RP11-386I14.3,0.0,0.0
22614,RP11-386I14.2,0.0,0.0
22615,C8orf82,-2.37691119922586,-2.0
22616,HNRNPA1P13,0.0,0.0
22617,RP13-383K5.4,0.0,0.0
22618,LDHAP5,0.0,0.0
22619,CPLX3,0.0,0.0
22620,RP4-595K12.1,0.0,0.0
22621,VDAC1,-0.7560317049511245,-0.7560317049511245
22622,RP11-646D13.1,0.0,0.0
22623,ZBTB9,-0.35125183504798874,-0.35125183504798874
22624,RP11-229P13.2,0.27280952139162196,0.27280952139162196
22625,AP000662.9,0.0,0.0
22626,TMX2,-1.2381643643026508,-1.2381643643026508
22627,GAPDHP25,-1.2402416442887256,-1.2402416442887256
22628,RP11-112J1.1,-1.7497347785638249,-1.7497347785638249
22629,SLX1A-SULT1A3,-2.1380626783305487,-2.0
22630,XXcos-LUCA16.1,0.0,0.0
22631,KRT18P19,0.0,0.0
22632,RP11-444K7.8,0.0,0.0
22633,AC111200.2,-19.447738608652816,-2.0
22634,AKR1B10P1,0.0,0.0
22635,OR4A45P,0.0,0.0
22636,SLC25A14P1,0.0,0.0
22637,RP11-170M17.2,16.76818954776171,2.0
22638,FAM220CP,0.0,0.0
22639,RP11-380G5.3,0.0,0.0
22640,HEXA,-0.23509634140367874,-0.23509634140367874
22641,NDUFS3,-0.3252191060997404,-0.3252191060997404
22642,AL121657.4,0.0,0.0
22643,RPSAP54,-17.33015810831623,-2.0
22644,LEPROT,-0.6151258674390054,-0.6151258674390054
22645,LBH,0.31454509373829537,0.31454509373829537
22646,BOLA3P3,0.0,0.0
22647,ADAT3,0.0,0.0
22648,PPP1CB,0.10383646898049706,0.10383646898049706
22649,EEF1DP4,0.0,0.0
22650,RPL7AP4,-16.750836986906087,-2.0
22651,RP11-561N12.5,0.0,0.0
22652,VN1R37P,0.0,0.0
22653,SAPCD2P1,0.0,0.0
22654,SLC25A1P3,0.0,0.0
22655,SULT1A4,0.0,0.0
22656,RP11-760D2.7,0.0,0.0
22657,HMGB3P30,0.0,0.0
22658,RPL22P22,0.0,0.0
22659,GPSM3,-0.7664201788214691,-0.7664201788214691
22660,CTD-2347I17.1,0.0,0.0
22661,RP11-346D6.4,0.0,0.0
22662,LAT,0.14293931100418011,0.14293931100418011
22663,RSU1P3,0.0,0.0
22664,RP11-510I6.2,0.0,0.0
22665,CTD-2158P22.1,0.0,0.0
22666,RPS16P8,0.0,0.0
22667,PGGT1BP1,0.0,0.0
22668,RP11-476B13.2,-17.33015810831623,-2.0
22669,OLA1P2,-1.0058391392236368,-1.0058391392236368
22670,NCKIPSD,1.348834801926757,1.348834801926757
22671,SLC25A5P3,0.0,0.0
22672,ATF6B,1.5929818020795827,1.5929818020795827
22673,AC002056.3,0.0,0.0
22674,LDHBP2,-17.879450885259686,-2.0
22675,TREX1,-0.2230269360152332,-0.2230269360152332
