"Pathway","Mean_Tfh","mean_non_tfh","Cliffs_Delta","P_Value"
"PID-RHOA-PATHWAY",7823.20603925778,7612.97173899502,0.155107888825794,5.86048839400679e-25
"PID-RHOA-REG-PATHWAY",6374.702146834,6371.87643186879,-0.00225713686687268,0.880653971173332
"PID-RHODOPSIN-PATHWAY",5724.21124817076,5912.94955368361,-0.231619648790919,1.46330505754366e-53
"PID-RXR-VDR-PATHWAY",5610.13998799227,5703.90589723996,-0.05499330001303,0.000254064201579413
"PID-S1P-META-PATHWAY",4189.85779308254,4543.01983475478,-0.237706046718132,2.56746446770774e-56
"PID-S1P-S1P1-PATHWAY",6406.70042517574,6441.5162367645,-0.0281365671293652,0.0612579181693522
"PID-S1P-S1P2-PATHWAY",6520.15053832777,6622.10679862191,-0.0591963554644708,8.22617408561828e-05
"PID-S1P-S1P3-PATHWAY",6087.814228458,6084.8987746863,0.00992884983825122,0.508959058108208
"PID-S1P-S1P4-PATHWAY",6088.40471680042,5938.35445771192,0.0778754043719627,2.21605282592773e-07
"PID-SHP2-PATHWAY",8234.11085674491,8105.36472477204,0.157846223636396,8.65066662581579e-26
"PID-SMAD2-3NUCLEAR-PATHWAY",7789.55323946721,7798.80764469647,-0.00338028954453495,0.822094494919973
"PID-SMAD2-3PATHWAY",6526.64860029895,6008.50082832668,0.181213601161224,1.84201362924999e-33
"PID-SYNDECAN-1-PATHWAY",6208.97781568384,6340.78449630879,-0.16358928409607,1.4062008112746e-27
"PID-SYNDECAN-2-PATHWAY",7315.90074788798,7282.77376794221,0.0278427757839575,0.0640134257191796
"PID-SYNDECAN-3-PATHWAY",7843.60640086683,7591.34230865086,0.188464064851799,4.710727070781e-36
"PID-SYNDECAN-4-PATHWAY",5551.28100932807,5517.3515741681,0.0261649639208785,0.0817749460898453
"PID-TAP63-PATHWAY",5449.62618694569,5313.08927102231,0.154531459374593,8.73008064254859e-25
