"Pathway","Mean_Tfh","mean_non_tfh","Cliffs_Delta","P_Value"
"PID-P38-MK2-PATHWAY",7530.22022865744,8059.05407028302,-0.292756901863399,1.32999455922237e-57
"PID-P38-MKK3-6PATHWAY",6391.55598987116,6745.10016804803,-0.191168621937401,1.52391068296432e-25
"PID-P53-DOWNSTREAM-PATHWAY",6264.58393289282,6320.00339631343,-0.0657217906310304,0.000329016593245616
"PID-P53-REGULATION-PATHWAY",6913.91275755972,6855.39698306602,0.0383762125433389,0.0359908648471994
"PID-P73PATHWAY",5761.26816615034,5946.76709958264,-0.217140598271024,1.78832860896188e-32
"PID-P75-NTR-PATHWAY",6790.28562050085,6940.34774011534,-0.186457849992134,2.22357584660976e-24
"PID-PDGFRA-PATHWAY",7592.91785572198,7904.3553071023,-0.192261927284241,8.10422264768295e-26
"PID-PDGFRB-PATHWAY",7527.53639866397,7786.12500742933,-0.224745443067468,1.14486745270907e-34
"PID-PI3KCI-AKT-PATHWAY",7844.12494117799,7690.28268474389,0.0888893093058407,1.19004851236702e-06
"PID-PI3KCI-PATHWAY",7588.29173438088,7759.83751223045,-0.180179807904857,7.14685482982044e-23
"PID-PI3K-PLC-TRK-PATHWAY",7571.5178295118,8010.14263413746,-0.337384271936305,6.73837103728472e-76
"PID-PLK1-PATHWAY",3306.81901372467,3405.88900090316,-0.0903321139029009,7.96886222961683e-07
"PID-PRL-SIGNALING-EVENTS-PATHWAY",6445.90580643426,6900.13091316886,-0.315419090425712,1.42897100660529e-66
"PID-PS1-PATHWAY",6323.50403957975,6358.52930231591,-0.0293544519831842,0.108704765174163
"PID-PTP1B-PATHWAY",6304.19172223367,6340.04608977037,-0.0392877981945526,0.0318057309659586
"PID-RAC1-PATHWAY",7804.52130850039,8003.97495085656,-0.180127034513798,7.3547650674596e-23
"PID-RAC1-REG-PATHWAY",6556.50443482372,6537.07074089486,0.00747191559443748,0.683064766567249
"PID-RANBP2-PATHWAY",8018.38311363629,7748.01607110006,0.0776192031417095,2.22090867972299e-05
"PID-RAS-PATHWAY",6691.40737589403,6655.08159951688,0.0288307009700347,0.115159049312828
"PID-RB-1PATHWAY",6632.90712146328,6676.04546797221,-0.0419453865103247,0.0219018403059133
"PID-REELIN-PATHWAY",7200.89696459974,7139.96241066679,0.042220704295754,0.0210486620588049
"PID-REG-GR-PATHWAY",7493.30340618648,7588.79736014533,-0.0929931872539316,3.74384842162368e-07
"PID-RETINOIC-ACID-PATHWAY",6254.31261314402,5923.03525789415,0.171849577912444,5.96597051726675e-21
"PID-RET-PATHWAY",6549.244012793,6234.91370378899,0.259011803316559,1.77625633725953e-45
"PID-RHOA-PATHWAY",7180.08984953397,7187.38050170103,0.00242160164254691,0.894736479908304
"PID-RHOA-REG-PATHWAY",5834.06364099121,6164.73817340867,-0.284601919358276,1.5450075836593e-54
"PID-RHODOPSIN-PATHWAY",5775.00913214343,5692.51710826343,0.0858033105843508,2.75006782963302e-06
"PID-RXR-VDR-PATHWAY",4922.46888905548,5109.96636604602,-0.113799345609951,5.0199157627323e-10
"PID-S1P-META-PATHWAY",3425.33132257517,3778.53379368819,-0.237213903498378,1.99913922320354e-38
"PID-S1P-S1P1-PATHWAY",5714.63497919159,6014.62682123853,-0.226747346892444,2.94372553948133e-35
"PID-S1P-S1P2-PATHWAY",5827.10819457666,5880.68652257514,-0.0321160934945345,0.0792678066531394
"PID-S1P-S1P3-PATHWAY",5380.45345801436,5321.49874337257,0.0528321387960099,0.0038897662849636
"PID-S1P-S1P4-PATHWAY",5385.66046947101,5647.62906283846,-0.122792230163677,1.94769441311726e-11
"PID-SHP2-PATHWAY",7593.1297808753,7751.16903616286,-0.173661298384736,2.31922842008309e-21
"PID-SMAD2-3NUCLEAR-PATHWAY",7135.20347318161,7283.9188425147,-0.143709909647972,4.06445175223321e-15
