"Pathway","Mean_Tfh","mean_non_tfh","Cliffs_Delta","P_Value"
"PID-INTEGRIN2-PATHWAY",5019.04166693821,4975.15626042372,0.0434348066652954,0.00296756106627639
"PID-INTEGRIN3-PATHWAY",6028.98481883108,6185.25084021506,-0.239050324460934,4.2222710115238e-60
"PID-INTEGRIN4-PATHWAY",6582.60943466727,6814.27177649635,-0.264537059199825,3.47752809767124e-73
"PID-INTEGRIN5-PATHWAY",6933.74613824519,6951.1269991578,-0.00646166536404215,0.658492307104183
"PID-INTEGRIN-A4B1-PATHWAY",7159.51382817688,6885.82656468544,0.18991645001496,1.37802352463217e-38
"PID-INTEGRIN-A9B1-PATHWAY",6526.2875178356,6565.34976131388,-0.0397441208434109,0.00655541898414671
"PID-INTEGRIN-CS-PATHWAY",6076.05501214011,5917.58805703753,0.142250246326273,2.23767921105519e-22
"PID-KIT-PATHWAY",7291.54690516576,7096.99954388209,0.126546629966002,4.87768982052383e-18
"PID-LIS1-PATHWAY",9172.64501055735,8881.20982232571,0.157404894611039,4.92790236315367e-27
"PID-LKB1-PATHWAY",7431.90522447158,7310.43782069314,0.0805597649646603,3.57722982451482e-08
"PID-LPA4-PATHWAY",5917.50920586767,6124.34372410943,-0.114594189012801,4.55559300405458e-15
"PID-LYMPH-ANGIOGENESIS-PATHWAY",7592.21415499102,7621.29304982804,-0.0144177336851583,0.324026859462789
"PID-LYSOPHOSPHOLIPID-PATHWAY",6920.76042355149,6874.45992357637,0.0555082267888666,0.000146493621139875
"PID-MAPK-TRK-PATHWAY",7589.69051320393,7540.14453751778,0.0289698126405807,0.0475211292575453
"PID-MET-PATHWAY",8104.58230670183,7711.30110053101,0.268639858832088,2.0513395252251e-75
"PID-MTOR-4PATHWAY",7218.60355803868,6999.6857859364,0.126732113113335,4.36377042609924e-18
"PID-MYC-ACTIV-PATHWAY",8054.53194341269,8106.49867114285,-0.0470384987926489,0.00129275836082057
"PID-MYC-PATHWAY",9339.29153489126,9094.14188825445,0.181935565453768,1.48924118199287e-35
"PID-MYC-REPRESS-PATHWAY",7996.92332493841,7908.82159531828,0.0957735799100493,5.70689588573054e-11
"PID-NCADHERIN-PATHWAY",7819.60825438811,7489.23274922411,0.23175836427038,1.33985398934421e-56
"PID-NECTIN-PATHWAY",7856.83603217071,7618.9336786999,0.174219721986035,9.63020478427214e-33
"PID-NEPHRIN-NEPH1-PATHWAY",9123.1123418163,9070.82680484055,0.0398712584557118,0.00638510708223577
"PID-NETRIN-PATHWAY",7377.1811389881,7203.81343210359,0.131027238606187,3.16868822422433e-19
"PID-NFAT-3PATHWAY",8655.08254811544,8264.57426841031,0.181260508981996,2.65257580249994e-35
