Genes,Naive,Early Extra-GC,Late Extra-GC,GC
SRY,1.094329626876109,1.1229401609173748,1.1633224983630603,1.1308872226099065
ZBTB45,0.7415082522533665,1.144274303392366,0.9292498765166602,0.6552479079689596
ZBTB44,0.985130334911117,1.0994710263765277,0.8908656335083451,1.1415825117266545
CDX2,0.9897386379973112,1.1388979463559854,0.9759769529246296,0.942379167958453
NR2E1,1.1388979463559854,0.8887757685888857,0.8971615619651598,0.8559186034311107
BCL11B,1.0917688060144353,0.9646518035675762,0.7307554604771046,1.13355034002939
TAL1,0.942379167958453,0.9759769529246296,1.1229401609173748,0.9759769529246296
ALX3,0.6618814314645933,1.1203051132793695,0.6535963799304865,0.6769697311157952
RXRA,1.1176769908731001,0.980543170904211,0.8008949019348781,1.1203051132793695
ZIM3,0.9646518035675762,1.1150557573932258,0.8950585117683811,0.8458682675776091
POU5F1B,1.001353170418004,1.112441376819155,1.0443192063014475,1.0131041869535231
JDP2,0.6922891796493085,0.6957256091478897,1.109833813412074,0.7433116792525171
ASCL1,1.0083871970753842,1.0665149386932318,1.107233031712017,1.0892145262093385
MLXIP,1.0690118188918192,1.0968970223813548,0.7397080717492187,0.8783914592831693
SOX9,0.937983556485415,1.094329626876109,0.9669065959546653,0.9579177713862321
FOXA2,0.8299949184213191,1.081590601098679,0.985130334911117,0.916290731874155
SNAI2,1.0131041869535231,0.9990194470717839,0.9579177713862321,1.0790621547453205
NKX2-2,0.980543170904211,1.0202216547223868,1.0615398040531179,1.0765400853126106
GATA6,0.9292498765166602,1.0370287730387684,1.0690118188918192,0.9669065959546653
TBPL2,0.795175153262091,1.0615398040531179,0.9534534782575467,0.8518863399031723
HNF4A,0.8539004392748735,1.059061488038651,0.8143696005182381,0.8105011237403178
ZFP28,1.056589298893262,1.034610392174487,1.015471051963789,0.994368275896053
GATA4,0.9828341226507666,0.985130334911117,1.0492091915956392,0.9467941861675699
ESR1,0.7932758174584387,0.7670570871533196,0.8579408488118785,1.0418831515035665
OLIG2,1.0394530166502745,0.7875993594536336,0.72897451610611,0.7095906492850613
MYOD1,0.8971615619651598,0.9579177713862321,0.9556831335848157,1.0394530166502745
KDM2A,0.9601574139797369,0.9920507777556906,1.0394530166502745,0.7469283197227056
FOXA1,0.9357929751055962,1.0083871970753842,1.0249949334750446,1.0370287730387684
GATA2,0.9184389604124448,0.9624020838335609,1.0321978457691028,0.8539004392748735
FOXE1,1.0249949334750446,0.6905753831715739,0.8379000979284325,0.8124334914913719
OLIG3,1.0226054460776632,0.7689072264414809,0.6957256091478897,0.6820501823482144
CREBZF,0.7633670460658655,0.9077436712956967,1.0178435323174195,0.985130334911117
PBX1,0.9534534782575467,1.0131041869535231,0.971431490552955,0.9874318318993961
PHOX2B,0.9669065959546653,1.0060370197304307,0.973701639087494,0.980543170904211
TERF2,0.9966911573121928,0.6652147678843515,0.9646518035675762,0.6635467107836546
FOXF1,0.8008949019348781,0.7505580877732844,0.9966911573121928,0.9490090264971226
CPEB1,0.8047263242464341,0.9966911573121928,0.8887757685888857,0.7970781034081773
GATA5,0.868113876524929,0.994368275896053,0.9601574139797369,0.8280283494492782
ATOH1,0.8339396967123355,0.8763274750623179,0.9512287832354357,0.9828341226507666
TBX21,0.6652147678843515,0.6618814314645933,0.6786603485937028,0.9782574556233548
NKX2-1,0.7838328766581567,0.973701639087494,0.9184389604124448,0.7397080717492187
HOXB13,0.8418762463080717,0.9669065959546653,0.7415082522533665,0.8379000979284325
ETV4,0.9579177713862321,0.9357929751055962,0.922749311913567,0.9292498765166602
FEZF1,0.8825322519492007,0.9490090264971226,0.916290731874155,0.9098735975535216
ZBTB11,0.7857143447578621,0.7095906492850613,0.9401789470488505,0.6519475749403028
POU4F3,0.9077436712956967,0.849876288975148,0.8559186034311107,0.9401789470488505
TLX3,0.7254221145017421,0.937983556485415,0.7670570871533196,0.7689072264414809
POU4F2,0.8722122429172113,0.8359179367244411,0.8028087781171622,0.933607181885616
GATA1,0.8599671919571108,0.795175153262091,0.933607181885616,0.8908656335083451
DLX3,0.8783914592831693,0.933607181885616,0.9098735975535216,0.9141471083309036
HOXC10,0.8619976495074928,0.9270783230031525,0.8660709748951286,0.8660709748951286
MYOG,0.8438702649149362,0.8929598751114598,0.924911474918062,0.8950585117683811
FOXR2,0.8950585117683811,0.8458682675776091,0.8124334914913719,0.922749311913567
PGR,0.7560275635778198,0.9205918137735456,0.8398861959000617,0.7989846816787588
FOXA3,0.7343268928447018,0.7615271191438583,0.9205918137735456,0.9056182719833833
TP73,0.6957256091478897,0.9184389604124448,0.8866902620978645,0.8299949184213191
FOXO6,0.8398861959000617,0.8518863399031723,0.9141471083309036,0.8640322382052804
SIX1,0.9141471083309036,0.8660709748951286,0.8742677420993072,0.8047263242464341
FOXN2,0.8929598751114598,0.7043687053039097,0.9120080700821543,0.72897451610611
ZSCAN31,0.6719149604541712,0.9120080700821543,0.8929598751114598,0.7542010790517855
NFE2,0.7325395822706061,0.9056182719833833,0.9034973804142455,0.7113373746200031
ELF3,0.9056182719833833,0.8742677420993072,0.8763274750623179,0.8887757685888857
PDX1,0.8559186034311107,0.8804597123472282,0.901380977507868,0.8929598751114598
SOX8,0.8908656335083451,0.901380977507868,0.8241067757960965,0.8846090958940398
HOXC9,0.7095906492850613,0.8992690443047244,0.656902168064986,0.7009024973274235
HESX1,0.849876288975148,0.8971615619651598,0.8319653624086177,0.8722122429172113
POU4F1,0.8846090958940398,0.8319653624086177,0.816309465336065,0.8763274750623179
PRRX2,0.816309465336065,0.8846090958940398,0.8640322382052804,0.8398861959000617
NR1H4,0.8105011237403178,0.8825322519492007,0.8478702702482823,0.8260656402814295
PROP1,0.8804597123472282,0.8066475544243279,0.776342204928999,0.8066475544243279
POU2F3,0.8742677420993072,0.8143696005182381,0.7932758174584387,0.8701609601466538
FOXQ1,0.6803538291000357,0.6854515461717046,0.8722122429172113,0.868113876524929
TBX20,0.8241067757960965,0.8722122429172113,0.868113876524929,0.7726178058380165
ZBTB1,0.8701609601466538,0.868113876524929,0.8619976495074928,0.8579408488118785
MECOM,0.7913800822935394,0.8599671919571108,0.7894879341415016,0.7932758174584387
MAFA,0.8085724828339123,0.7782096191037944,0.8539004392748735,0.8359179367244411
SP8,0.8518863399031723,0.72897451610611,0.7113373746200031,0.770760795090804
NKX2-8,0.6991738884268057,0.721882287796618,0.849876288975148,0.6803538291000357
IRX6,0.8478702702482823,0.8418762463080717,0.8458682675776091,0.7857143447578621
MEIS1,0.8280283494492782,0.8398861959000617,0.8047263242464341,0.7782096191037944
TBX3,0.714840005171205,0.7061063252024506,0.8359179367244411,0.7307554604771046
HOXC4,0.7433116792525171,0.8260656402814295,0.757857390254896,0.7505580877732844
RARB,0.6702356989344512,0.8241067757960965,0.7989846816787588,0.6854515461717046
CEBPD,0.7819549418339564,0.7236506348533601,0.6820501823482144,0.8221517409602932
EHF,0.8221517409602932,0.770760795090804,0.7451183644774662,0.737911126072517
HOXC12,0.7615271191438583,0.8202005208290315,0.7652103645601547,0.7633670460658655
LHX6,0.7652103645601547,0.7932758174584387,0.7970781034081773,0.8182531005446358
PTF1A,0.7542010790517855,0.7894879341415016,0.8182531005446358,0.8085724828339123
PAX4,0.8143696005182381,0.8182531005446358,0.737911126072517,0.776342204928999
NR2F1,0.72897451610611,0.7726178058380165,0.7875993594536336,0.8143696005182381
SOX14,0.757857390254896,0.8124334914913719,0.7615271191438583,0.7652103645601547
BHLHA15,0.6769697311157952,0.7560275635778198,0.8105011237403178,0.7875993594536336
HOXD9,0.776342204928999,0.8047263242464341,0.7433116792525171,0.7596905713365568
PITX2,0.8028087781171622,0.8028087781171622,0.795175153262091,0.7819549418339564
TEAD4,0.7505580877732844,0.7633670460658655,0.7254221145017421,0.8008949019348781
DLX4,0.7026340994917015,0.7989846816787588,0.7009024973274235,0.71659593187347
HOXB5,0.71659593187347,0.7970781034081773,0.7026340994917015,0.7615271191438583
FOXL1,0.7183549472786496,0.7343268928447018,0.6974482624593359,0.795175153262091
TBX5,0.7130871563437907,0.683749418101174,0.7913800822935394,0.714840005171205
FEZF2,0.720117062272049,0.7838328766581567,0.721882287796618,0.7361174036184901
SPDEF,0.7782096191037944,0.7487415568468866,0.7271967378601105,0.7236506348533601
ZSCAN4,0.6635467107836546,0.7744782714909362,0.7726178058380165,0.6871565764227883
ZIC3,0.7726178058380165,0.7397080717492187,0.7078469696802345,0.6735970466371559
NHLH2,0.7689072264414809,0.7523779244902704,0.7343268928447018,0.7670570871533196
VSX1,0.7487415568468866,0.757857390254896,0.7633670460658655,0.7560275635778198
PITX3,0.7236506348533601,0.7596905713365568,0.6719149604541712,0.6888645187679443
ESRRB,0.737911126072517,0.6888645187679443,0.7542010790517855,0.7415082522533665
DMRT2,0.7061063252024506,0.7542010790517855,0.6652147678843515,0.7026340994917015
CREB3L2,0.7271967378601105,0.7183549472786496,0.7487415568468866,0.6535963799304865
HOXC11,0.683749418101174,0.7469283197227056,0.6618814314645933,0.6991738884268057
BARX1,0.6854515461717046,0.7451183644774662,0.683749418101174,0.6685592526071988
SOX21,0.7397080717492187,0.7361174036184901,0.7043687053039097,0.720117062272049
ARX,0.6905753831715739,0.737911126072517,0.6888645187679443,0.7271967378601105
LMX1B,0.7361174036184901,0.714840005171205,0.6552479079689596,0.7183549472786496
LBX2,0.7307554604771046,0.7113373746200031,0.6602189206909799,0.6957256091478897
FOXJ1,0.6685592526071988,0.6786603485937028,0.6871565764227883,0.7254221145017421
SOX5,0.721882287796618,0.6719149604541712,0.6635467107836546,0.6905753831715739
KLF8,0.694005918268363,0.694005918268363,0.720117062272049,0.7078469696802345
VSX2,0.6974482624593359,0.6974482624593359,0.7130871563437907,0.7130871563437907
ISL1,0.6871565764227883,0.6702356989344512,0.6752819670020755,0.7043687053039097
NEUROD1,0.7043687053039097,0.6922891796493085,0.6803538291000357,0.6974482624593359
FOXI2,0.6552479079689596,0.6602189206909799,0.694005918268363,0.683749418101174
HMX2,0.6735970466371559,0.6535963799304865,0.6854515461717046,0.694005918268363
HMX1,0.6668856120491693,0.6668856120491693,0.6519475749403028,0.6719149604541712
TFAP2E,1.6714046361833004,0.9874318318993961,0.9601574139797369,1.0297911057385378
ZKSCAN3,1.2859248204553928,1.6668488196474394,1.0866667541305397,1.0226054460776632
E4F1,1.112441376819155,0.9990194470717839,1.1883585765243854,1.3401645893923895
GLIS3,1.2054044437973737,0.9646518035675762,0.9141471083309036,0.9314261559392559
KLF11,1.136220568585269,0.9077436712956967,1.1388979463559854,1.0917688060144353
SP9,1.0892145262093385,1.107233031712017,1.1255821703802134,1.0994710263765277
SP7,1.0060370197304307,1.0790621547453205,1.0615398040531179,1.0443192063014475
GLIS1,1.051663180557206,1.0715149491099374,1.0202216547223868,0.9828341226507666
SALL4,1.0226054460776632,1.0418831515035665,1.0467612099569994,1.0492091915956392
ZBTB12,0.9669065959546653,1.0492091915956392,0.9579177713862321,0.9467941861675699
FEV,0.933607181885616,0.9966911573121928,0.916290731874155,0.980543170904211
KLF17,0.9512287832354357,0.9534534782575467,0.9184389604124448,0.9357929751055962
LYL1,0.8085724828339123,0.8047263242464341,1.5270868772722808,0.8085724828339123
FOXK2,0.8066475544243279,1.0917688060144353,1.109833813412074,1.411502127838595
GLI1,0.8539004392748735,1.3047341524128888,0.9056182719833833,0.8701609601466538
GLI3,0.8763274750623179,0.924911474918062,0.942379167958453,0.9445842405167669
GLI2,0.9184389604124448,0.922749311913567,0.9034973804142455,0.9357929751055962
GMEB1,0.8887757685888857,0.9056182719833833,0.9098735975535216,0.8722122429172113
PAX7,0.8299949184213191,0.8640322382052804,0.8722122429172113,0.8398861959000617
ZBTB7C,0.8182531005446358,0.8478702702482823,0.8241067757960965,0.868113876524929
