Genes,Naive,Early Extra-GC,Late Extra-GC,GC
HMG20B,2.133222680842596,1.8564696789230057,1.9790720010153382,1.6051552506420996
SMAD5,0.9098735975535216,2.0837426235792265,1.6488303141447611,2.090663066423801
DBP,1.9728800307674168,0.8299949184213191,2.0837426235792265,1.3940496778873688
IKZF2,1.7374663868613927,0.8783914592831693,1.9365123865965426,2.0768697442914648
ETS2,2.0768697442914648,1.8082029379531714,0.9056182719833833,1.5350234268680172
TCF7L2,1.0178435323174195,1.2828240427771442,2.0768697442914648,1.0467612099569994
POU3F1,1.16883215417403,1.1660735317349502,1.1176769908731001,2.0700437792210646
ZKSCAN1,1.5510880293718239,2.0700437792210646,1.4256867628305516,1.6399413667275153
CIC,1.182740584220162,1.7671715412753088,2.063264092235686,1.2828240427771442
NR1D1,2.056530060054342,1.484527262853485,1.7977861770949155,1.5798374426578097
FOXB1,0.7451183644774662,0.6803538291000357,2.056530060054342,1.2553413970833123
RARG,0.6786603485937028,0.8438702649149362,2.0431965291848764,0.6752819670020755
MGA,2.010620358750264,1.7977861770949155,1.5390154481375544,1.7823617067692836
ZSCAN16,1.7086182325237342,1.85099021315838,1.9915721637795698,1.3905954430192813
ARID3B,1.985302550765974,1.6051552506420996,0.9874318318993961,0.6702356989344512
PPARA,1.9790720010153382,1.8843266334259718,1.503648304300263,1.2256656289371957
POU5F1,1.6533045945396823,1.9790720010153382,1.1551145179452307,1.644375963795381
STAT5A,1.8401205409214765,1.9424825535830461,1.6851979583156358,1.7181421140349897
MAFG,0.7469283197227056,1.5674149226592529,1.3701169116757406,1.9305776510767276
MYNN,1.924677928949539,1.8293677491452147,1.7772726372618126,1.8240344031698519
NKX3-1,1.918812809497141,0.9556831335848157,0.9897386379973112,0.9646518035675762
VDR,0.6535963799304865,1.907184771502022,1.411502127838595,1.3047341524128888
FOXP3,1.476980057218102,1.9014210667852722,1.8730905601590457,1.0443192063014475
ZFP90,1.4883223338220364,1.4546742997038036,1.8564696789230057,1.1940083090665043
PLAG1,1.85099021315838,0.776342204928999,1.240393435647439,1.6945003509779495
ZBTB2,1.7571714579407254,0.7433116792525171,1.85099021315838,1.6759813032107118
RELB,1.6051552506420996,0.6585591692726154,1.6094379124341003,1.8401205409214765
EBF1,1.8029809939720194,0.8866902620978645,1.7086182325237342,1.6805790124593416
IKZF5,1.1578430325984346,1.4079871857311503,1.2984249832196242,1.7621589994517648
FOXD2,0.9624020838335609,1.0443192063014475,1.0297911057385378,1.7571714579407254
NFIC,0.924911474918062,1.7038900913277886,1.1605790124173094,1.3803037569827337
FOXC1,1.7038900913277886,1.6399413667275153,1.5430234695350935,1.555144830067438
MECP2,1.699184200290376,1.480746540013579,1.4044845551799485,1.596644560974191
NR4A3,1.5470476198348186,1.5192128208413749,1.699184200290376,1.3079037271741678
RUNX2,0.8887757685888857,0.916290731874155,1.6945003509779495,0.8742677420993072
ZFP69,1.6851979583156358,0.6820501823482144,0.6685592526071988,0.9966911573121928
ARID3A,1.5152989215202388,1.6488303141447611,1.0665149386932318,1.563308140706599
CDC5L,1.644375963795381,1.5152989215202388,1.4185692950616875,1.3239040685206092
HIVEP1,1.465764986397962,0.7271967378601105,1.6399413667275153,1.3871530988283083
IRF5,1.1883585765243854,1.6355263485183984,1.059061488038651,1.3735010096599811
FOXP2,0.8379000979284325,0.816309465336065,1.5715386398431146,1.6311307370453605
BACH2,1.6223970570766058,1.0273901442009994,1.5840128140682908,1.0107429107678434
PRDM6,1.4328552523091642,1.596644560974191,1.484527262853485,1.4437052683332299
PRRX1,1.3735010096599811,1.5924162248646696,1.465764986397962,1.4185692950616875
NR1H2,1.366744227197101,1.462054407001426,1.3110833800915476,1.5924162248646696
ZBTB48,1.5270868772722808,1.3533661012509255,1.563308140706599,1.5756794325091463
PBX4,1.3633828794943965,1.5715386398431146,0.7857143447578621,1.222745918833861
UBP1,1.4150294683565634,0.7800805270396062,1.5510880293718239,1.5674149226592529
NR1H3,1.059061488038651,1.5470476198348186,0.8202005208290315,1.0249949334750446
MYB,1.0968970223813548,1.0715149491099374,0.980543170904211,1.5390154481375544
SOX2,1.5350234268680172,1.3768965986611195,1.228593888716284,1.289035242869785
BBX,1.2523338760193572,1.1605790124173094,1.16883215417403,1.531047278488378
HSF5,1.0443192063014475,1.511400281104581,1.4959559586771076,0.8599671919571108
SPI1,0.9556831335848157,1.0492091915956392,1.4997947349842733,0.9314261559392559
CDX1,1.3239040685206092,1.4959559586771076,1.3905954430192813,1.4546742997038036
SNAI1,1.4921318622387043,0.7009024973274235,1.3401645893923895,0.8202005208290315
NR2E3,1.4732277075995517,1.411502127838595,1.3206834538205667,1.3467435604904319
RFX1,0.7596905713365568,1.465764986397962,1.3940496778873688,1.2984249832196242
HMBOX1,0.973701639087494,1.4328552523091642,0.9357929751055962,0.8319653624086177
THRB,1.4256867628305516,1.0178435323174195,1.1308872226099065,1.0036923527711763
NR5A2,0.971431490552955,1.1551145179452307,1.199690142533935,1.4256867628305516
ERF,0.7970781034081773,0.9401789470488505,1.4150294683565634,1.1150557573932258
POU3F3,1.3142731754596477,1.4044845551799485,1.3533661012509255,1.4079871857311503
NKX3-2,1.40099415024018,1.10463899653497,1.1388979463559854,1.174372334549645
PRDM4,1.136220568585269,1.0892145262093385,0.6702356989344512,1.3975158858638552
PKNOX1,0.7744782714909362,1.3905954430192813,1.056589298893262,1.0178435323174195
NFE2L3,0.9920507777556906,1.3837225637315191,1.2797328502074716,0.7451183644774662
ESR2,1.0370287730387684,0.6552479079689596,1.3768965986611195,0.8825322519492007
TCF7L1,1.3566938913436,1.2984249832196242,1.1715984076669201,1.2463458341747344
HOXD13,1.1911794528660264,1.3566938913436,1.2952852632149563,1.2859248204553928
HIVEP3,1.33689126404742,1.2523338760193572,1.146973360361531,1.2797328502074716
FOXD3,1.1715984076669201,1.2797328502074716,1.3303765830262266,1.2766511836700638
SOX15,0.9314261559392559,0.971431490552955,0.8825322519492007,1.3174731781903186
LCORL,0.9874318318993961,1.1255821703802134,1.3142731754596477,0.7487415568468866
ETV7,0.6519475749403028,0.6769697311157952,1.3079037271741678,0.6618814314645933
POU6F1,0.901380977507868,1.3015745921225204,0.8085724828339123,0.8241067757960965
SOX10,1.2952852632149563,1.1308872226099065,1.051663180557206,1.001353170418004
LCOR,1.112441376819155,1.0036923527711763,1.2859248204553928,1.243365206036597
FOXC2,1.0492091915956392,1.1578430325984346,1.2735789846330934,1.228593888716284
ZBTB20,1.2705161951025477,1.0249949334750446,0.969166483922103,0.9990194470717839
ZKSCAN2,1.2644186152344292,0.7307554604771046,0.770760795090804,1.0740243607153634
HDX,1.2493353730231007,0.9098735975535216,0.8701609601466538,1.1551145179452307
FOXL2,1.243365206036597,1.051663180557206,1.0131041869535231,0.9601574139797369
TEAD1,0.7800805270396062,0.6991738884268057,0.7183549472786496,1.240393435647439
ZBTB7B,0.9512287832354357,0.720117062272049,1.2374304705167822,0.757857390254896
HOXA9,1.1523934278308698,1.2344762586193507,1.1255821703802134,1.1578430325984346
FOXI1,1.015471051963789,1.0866667541305397,1.2315307483895939,1.1496797219592738
RFX7,0.9445842405167669,1.2256656289371957,1.1203051132793695,1.0715149491099374
POU3F4,1.222745918833861,1.2082738862253266,1.196845190401704,1.1883585765243854
HOXD10,1.051663180557206,1.2169319489684411,1.0994710263765277,1.0665149386932318
HNF1A,1.2140375909420769,0.7913800822935394,0.7782096191037944,0.7325395822706061
CRX,0.6602189206909799,0.9897386379973112,1.2140375909420769,0.8992690443047244
CEBPB,1.177153977511522,1.2111515860529418,0.7095906492850613,0.969166483922103
NKX2-5,1.10463899653497,1.2054044437973737,1.177153977511522,1.1605790124173094
HOXB7,1.1496797219592738,1.2025432115163417,1.12823117855179,1.136220568585269
HOXA13,1.0866667541305397,1.196845190401704,1.1415825117266545,1.1255821703802134
SOX3,1.196845190401704,0.9512287832354357,0.7236506348533601,0.9120080700821543
NFATC4,1.13355034002939,1.1940083090665043,1.112441376819155,1.112441376819155
SOX6,1.1799433795991006,0.942379167958453,0.714840005171205,0.901380977507868
POU3F2,1.1605790124173094,1.1799433795991006,1.1496797219592738,1.1523934278308698
AR,1.0467612099569994,1.177153977511522,1.0968970223813548,1.1176769908731001
ZSCAN29,1.0541232063980683,0.7652103645601547,1.174372334549645,0.656902168064986
POU1F1,1.1551145179452307,1.1715984076669201,1.144274303392366,1.144274303392366
RXRG,0.8579408488118785,1.16883215417403,1.0060370197304307,0.9357929751055962
FOXI3,1.1660735317349502,0.656902168064986,0.6922891796493085,0.6786603485937028
